Actual Product Weight,Linear Regression,Decision Tree,Random Forest,SVR,XGBoost,Neural Network
7071,9053.463297,7083,7441.7,21416.85612,7638.9746,7241.653177
23111,24550.67648,26093,25499.12,22273.41811,24885.645,23993.62555
20123,20834.63069,20134,20078.74,21862.84036,19382.277,19429.79891
8059,8635.705175,8100,7899.94,21489.92405,8190.815,7967.512031
6097,5652.093704,6084,5530.63,21463.67842,5196.051,6128.241734
8068,8583.949971,8142,8202.73,21626.53011,8200.339,7784.947228
11099,12830.04057,11072,11022.27,21481.75227,10811.922,10874.06179
43057,41985.36173,44063,43457.45,22854.7406,43583.754,43998.66979
35127,37507.52521,36122,36576.61,22587.22758,36330.465,37495.65024
32066,31541.93049,32081,32617.33,22227.94776,32301.588,32041.35432
30126,31119.08155,30130,30736.66,22398.64619,30933.355,31365.72776
7070,8824.493323,7065,7444.67,21272.3373,7627.128,6695.962097
20066,21000.69518,20067,19952.14,21880.18254,19406.973,19218.25957
22135,22921.35655,22142,21929.74,22141.80602,21801.219,22280.30943
40075,38544.40488,39120,39541.57,22699.0556,39609.184,38995.01138
21118,19998.54069,20130,20703.67,21839.73747,20479.766,20418.16389
30117,32207.42569,29131,30280.7,22344.17942,30129.107,32257.95826
9133,8558.852945,9109,8488.08,21353.00916,8212.915,7941.490383
30125,30846.68203,30066,31031.6,22529.96257,30648.484,31293.15003
45082,40740.15432,45130,44925.28,22865.15111,44923.96,42814.78071
28103,28583.6475,27068,28798.8,22381.34836,29009.87,29274.98317
5101,7090.480689,6107,5420.09,21317.36538,5059.0493,5691.809094
20139,21590.05715,21095,21087.69,22091.26265,21126.209,20181.62808
4135,4842.529851,4069,4740.74,21111.28947,4790.6953,4594.293987
31073,30880.97868,32132,31118.05,22568.57715,31010.46,31446.55329
10119,10987.74068,11074,10649.75,21603.09063,10669.626,10233.70505
22124,20905.0748,23100,22219.68,22110.96721,21686.096,21327.91188
28146,29801.79917,27125,28140.66,22506.98951,28362.682,28940.87406
17078,17322.52228,16144,16707.9,21632.34574,16404.184,16294.6698
30109,30342.56666,33073,31488.93,22671.56488,30852.01,30403.53993
31061,29997.04004,30128,29864.95,22293.68587,29745.885,29893.82391
33097,31765.36805,33134,32249.18,22545.12441,32115.281,31292.23007
14122,14243.1664,13141,13796.29,21637.3865,13853.062,13993.31369
25144,25308.19001,25149,26155.4,22122.40138,26003.941,25750.85145
6064,7181.468865,6146,6431.19,21459.88487,6556.7466,7274.113851
27063,30814.57486,28109,28278.67,22494.26937,28480.783,29477.0022
7093,7269.713165,7056,7070.55,21545.90321,6950.9097,6799.066192
25123,26264.0135,24082,25262.64,22414.43779,25000.557,24866.01077
20095,21769.09069,20146,20297.24,21971.50262,20717.803,20784.97012
18109,18830.29698,18073,18394.69,22037.36375,18729.404,18263.54958
26116,25280.7178,24140,24845.75,22130.98999,24843.312,25340.32079
9107,8772.503896,8140,8096.64,21437.83688,8290.531,8051.451796
17143,17268.96342,17119,16794.94,21973.32277,16701.025,16184.15043
47135,45477.98528,46115,46523.65,22693.91712,45988,46312.75922
32079,31818.50883,34074,32049.284,22367.31314,32013.139,32323.8051
12138,12739.91943,13145,12690.22,21668.66987,12826.5205,12431.0125
49133,47686.79195,49076,49111.42,22929.82157,48843.766,49259.20937
12064,12754.52619,12115,12238.82,21657.97975,12105.493,12671.92672
16072,15543.04506,15075,15493.17,21680.01112,15909.109,15641.73295
5090,6112.236824,5132,5420.22,21505.65871,5730.492,6382.669527
31124,32865.27857,30060,31319.09,22752.41449,31319.508,31878.31537
28107,27599.16665,27059,26809.99,22382.96491,26490.307,26806.42364
17062,19193.29957,18099,18310.71,21854.64818,17831.86,18029.16397
16131,15007.0826,16109,16473.32,21699.53351,16427.654,16359.5273
9090,7757.537759,7077,7771.25,21446.65672,7722.1562,8291.365147
12122,11381.4742,11138,10735.54,21615.62732,10956.987,10932.56183
40095,42830.17872,41146,40911.25,22543.95317,41191.81,42427.14961
6099,7456.022152,7134,6887.64,21479.18076,6536.2812,7186.524091
28098,30212.55824,27099,28011.75,22595.25518,28973.674,29507.58788
19130,18035.37949,18073,18886.71,21642.48926,18539.084,18302.53756
13104,13593.67922,14063,14100.53,21565.30253,13442.895,12808.11019
23071,22574.10343,22071,21797,22260.485,21429.133,21421.96911
18067,19095.8009,17120,17905.5,22089.84051,18331.9,18299.098
32064,32709.82488,32588,32576.82333,22569.56186,32765.559,33139.28971
28091,29131.9605,28077,27608.89,22211.31278,27640.21,27651.37574
20097,20313.34688,20055,19887.33,22022.20482,19501.102,19126.18453
8120,7830.185171,8144,7447.32,21993.86994,7097.101,8401.03991
15119,15997.47111,15123,14657.61,21621.3712,14628.794,14387.68258
26110,26844.08366,30117,29019.29,22519.21729,28460.639,27542.80044
20085,19980.72739,19147,18907.56,21850.29602,19175.217,19504.09244
7145,8848.276281,6100,6794.52,21482.72776,7009.994,8333.753094
5107,5634.038621,4090,4328.56,21150.90046,4705.201,4657.284818
17141,17816.86243,16090,16406.62,21898.72262,16890.123,16717.80136
34101,35060.02363,33100,33439.57,22693.0095,33891.02,34119.40217
30057,31094.94521,30095,30869.79,22445.38222,31000.24,31651.07406
6089,5612.566993,7056,6823.85,21306.82389,6629.5576,6702.773817
23147,25297.54672,24116,24324.94,22118.20616,23940.518,24819.15694
31078,31345.82506,31080,31224.1,22381.97085,31515.328,31402.73094
5099,6587.306253,5131,5120.05,21617.18305,5168.314,5382.798141
6127,6721.821931,7137,6924.24,21346.2647,6710.3945,7500.893372
30107,32034.14252,29128,29470.49,22349.7792,29615.998,30541.45419
23142,22123.33434,23136,22864.77,21803.13688,22750.016,22428.37618
20141,20071.47143,20109,20211.05,22068.43321,20197.854,20440.06673
22101,22083.62225,21075,21422.9,21964.57362,20871.8,20780.61729
30133,29674.38288,30131,30713.39,22214.78418,30595.97,30320.49401
31061,28801.83533,28104,30269.87,22220.92231,30396.654,29713.53708
30150,30639.12374,30136,30310.29,22372.36194,30557.66,30384.68585
47100,46281.80272,46081,46419.54,22740.98132,46522.055,47481.60084
22065,19801.18848,21106,21213.74,21897.94821,21332.205,21641.88523
30102,29417.79008,30140,30735.03,22126.87907,30307.764,29783.77547
11127,12202.05118,10148,10805.17,21313.86515,10803.889,10422.80172
28137,29775.03719,28109,27805.14,22073.77715,27965.713,28548.35638
13121,13803.72324,13125,13174.41,21964.58889,13292.432,13087.91103
42112,40141.83519,42063,41770.48,22573.68123,41538.293,40993.9371
19114,19608.6257,18100,17969.89,21969.93427,18207.229,17746.75155
26109,26586.25333,26060,25852.575,22348.3744,25699.193,25188.83884
29124,28049.18229,30118,29198.19,22473.37921,29593.37,29318.26136
34065,32223.97326,30055,31792.51,22363.89745,31370.172,32276.8491
17089,19195.45962,17127,17796.91,21740.89045,17771.455,17771.43298
37069,36473.78486,39131,38505.965,22813.52361,38234.168,37283.84047
25142,23690.01997,25144,25820.91,22135.96613,25235.002,25430.28196
25088,22878.36571,22111,23279.94,22111.91585,23207.49,22923.15035
6145,1427.490611,5090,5388.423333,21061.54169,6920.8237,4428.603708
41082,38199.53256,38120,39321.85,22753.10301,40056.258,38927.14368
33121,30543.10536,30151,31430.38,22272.72106,31439.63,31198.57
34151,34542.56518,34147,34224.25,22422.1663,34721.24,34134.45946
29055,29029.14913,31151,30138.68,22291.48568,30377.06,29825.2719
28142,30838.10803,28060,28609.58,22478.92409,28270.482,29402.66947
22077,22004.44533,23055,22305.06,22135.79317,22073.828,21912.2528
11088,12005.45754,11108,11016.65,21340.16666,11077.323,10300.65824
19129,18008.35128,18080,17626.74,21740.09296,17469.822,17645.2851
23127,22055.49989,22077,23062.44,21971.89003,22988.578,22306.72168
6102,6615.40097,6088,5489.83,21497.53733,5337.497,6746.368604
9104,10747.48383,9103,9560.08,21504.49809,9668.683,9983.106509
19144,18492.85973,20088,19957.17,22072.81954,19519.867,19221.6428
27065,28214.80452,27149,26697.28,22193.31342,26389.463,26315.65911
39060,37831.23179,39079,39885.51,22758.68608,39716.246,38901.78953
16074,16966.5913,16091,16337.17,21866.89906,16441.135,16000.75887
7067,8910.132071,8103,7663.09,21573.59195,7514.741,7065.143675
16096,15488.22172,16114,16758.68,21869.62265,16641.402,16793.60942
20123,20013.88642,20113,20191.44,21864.45424,20222.547,20085.66491
22097,23040.09242,21059,21759.02,22053.97277,21509.695,21773.99322
24083,25656.46021,28058,25614.68,22306.34836,25501.525,25283.64071
18082,19285.37865,20149,18666.03,22016.20763,18357.717,18032.28692
26110,25605.66169,27085,27078.03,22272.34154,27036.904,26725.0535
21103,21330.07779,21078,21123.73,22114.87441,21055.79,21971.80274
13114,13029.46558,12134,12105.01,21605.10358,11936.539,11405.27313
28119,31058.00852,30062,30026.31,22337.1127,29919.959,30729.60951
16134,16576.08792,15061,15555.12,22000.57285,15750.762,15404.89825
12077,13181.05097,12082,12162.71,21957.56437,12278.894,12207.49491
27118,26562.66895,25144,26009.28,22126.95218,26219.723,25921.37457
12116,13286.03318,12075,11058.21,21983.18178,11165.083,12584.917
30098,30083.19639,33133,31298.8,22412.3609,31043.057,31067.28486
43082,41387.54645,43079,42576.73,22570.69652,42339.977,42530.4509
30149,31944.27615,32110,31904.41,22627.63605,32224.486,33394.01127
17092,17047.48574,17118,17827.38,21921.74487,17362.658,16769.08632
20147,20303.9143,22072,21232.33,21915.72817,21401.945,20969.05312
28151,30064.00848,28099,28193.98,22521.55422,28254.791,29199.9909
26066,29316.91675,28105,27874.6,22360.84411,27992.078,28011.30239
12126,12795.15847,12130,11523.59,21426.05789,11374.965,11301.60272
17099,17219.3228,18100,17816.61,22029.06432,17767.209,17660.29307
32137,30253.85154,32120,30527.01,22542.00609,31469.271,30552.09737
12130,12401.40142,13092,12777.42,21994.32519,12201.081,11960.56747
15138,15619.73571,15112,15484.18,21843.5529,15428.342,14690.9242
3137,1962.73653,3127,4283.411667,21626.33879,4002.842,5367.041782
23135,25761.0715,23100,23605.34,22087.48544,24146.277,24212.51309
22086,24074.44602,24084,23456.92,22240.47091,22894.633,22795.78653
24080,23059.47544,25093,23529.06,22203.60815,23299.47,23821.45054
7066,5512.742874,6076,6735.88,21648.7362,6517.911,7394.489946
11110,12369.17459,11117,10963.38,21870.75722,10684.561,10387.22449
30138,33064.73022,32055,31017.68,22543.07407,31002.658,31874.41366
21139,20678.33392,21081,21021.68,22091.29622,21107.799,21068.88755
53057,48920.91528,53140,53057.32,22856.46644,52871.766,51567.76189
28137,28671.2993,26096,26393.89,22171.13949,26595.719,27069.90659
33101,29949.45701,31150,31652.83,22324.23181,31468.611,31536.45951
16098,18450.29189,17093,16610.41,22003.49958,16775.268,16217.05358
7109,7376.973596,7055,6718.966667,21207.22766,6641.8003,7338.839122
29105,31876.47985,29074,29322.05,22317.31005,29431.11,30670.62331
31096,29884.57888,31109,31442.41,22413.32522,31139.91,31686.57641
11120,9869.111404,11083,11168.14,21585.74238,10508.616,9301.116414
5099,4812.052531,6148,5481.504,21149.85641,5266.323,5639.94862
17150,18266.55121,17083,16725.66,21740.05704,16766.287,17117.3568
5115,5137.951205,6124,5386.064,21130.51891,5247.994,5861.679897
37104,37595.22134,36062,36698.02,22820.32277,36852.28,37230.94316
20062,19036.21917,20102,19717.01,22067.62728,19846.006,19420.88599
26081,25839.70174,27117,26587.02,22268.91032,26427.889,26412.76457
17076,17327.97013,16091,16668.95,22059.27696,16803.912,16449.98724
5066,6322.267942,4090,4912.49,21441.08763,5352.385,4875.968511
17146,17473.99008,17137,17973.16,22151.50163,18242.625,17157.77794
28106,28065.86523,29140,28715.69,22394.17819,28570.107,28483.40548
22096,23611.90387,21132,22064.05,22225.07266,21584.78,22339.77181
11091,1417.983671,6144,6788.085,21117.99803,7027.3335,4613.02548
17119,18597.45021,19070,18049.84,22136.53811,18109.783,17796.88543
22091,22110.80191,22075,23159.99,22165.08005,23240.758,23119.35468
8151,7178.168316,7100,7294.25,21497.95468,7142.4746,6856.725407
16071,14478.16844,16100,14607.09,22053.43247,14385.997,14659.72428
27130,28322.94506,28149,26894.47,22100.09059,26725.268,26177.66775
15147,16973.30655,17127,16233.85,22088.73831,16594.127,16209.84681
3077,643.352437,3084,3259.21,21760.27538,2916.1978,2643.944222
3150,606.2348149,5151,5635.81,21203.8327,6225.4116,5978.433695
13148,15877.70492,15122,13604.662,21783.69455,14013.996,14152.70183
38132,40170.30411,37062,37787.69,22413.10675,37883.19,39798.94186
11096,11128.17362,11098,10476.3275,21551.30759,10770.475,10506.60488
32104,32690.21285,33068,32849.78,22328.74295,33384.77,33331.20451
10098,10515.18094,10064,10290.03,21500.84943,10492.185,10251.61226
20111,21287.01543,23080,21963.46,22078.16835,21464.605,21202.13764
7126,1949.69402,6136,7397.6,21331.90761,6721.3228,6665.101226
31105,31016.97706,31088,30549.52,22402.82569,30702.9,31163.27737
32098,31610.28452,31058,32150.96,22430.58978,32626.076,32785.20747
38098,36881.00308,40114,39751.41,22738.76779,39156.258,38233.68814
22078,21942.73186,21124,21791.69,21853.73964,21982.748,20931.07848
28095,28570.94797,29058,27445.75,22574.29528,27099.484,27673.82678
15134,15388.50505,15129,14400.48,21995.52914,14252.223,14132.11692
27112,25560.32292,26135,26998.53,22322.0242,27204.543,26864.55207
23098,23422.07639,22146,22932.99,22087.7543,23371.824,22898.04746
14073,13805.66382,14135,14067.93,21672.46695,14256.658,14244.10217
3063,1229.494237,3588.5,3728.2005,21204.26208,3676.4478,4219.522468
24055,25711.5384,25093,24074.04,21970.87749,23746.266,24107.17736
27136,28935.20229,28075,27853.63,22335.005,27447.883,28291.82773
40123,39153.58105,40149,40021.79,22686.08374,39639.48,39503.21376
26055,25256.10092,27073,25862.98,22036.58553,25295.94,25577.12264
33127,30813.03991,32104,31506.02,22491.53961,31055.36,30415.53109
37145,34223.76313,34066,36042.54,22696.43073,35422.82,34891.48629
6057,6499.965834,7103,6662.69,21347.61958,6595.4956,7327.545568
52117,50205.97357,51089,51411.09,22844.52818,51105.312,51778.11222
14086,14631.15182,15061,14203.75,21832.91046,13710.475,14484.75409
24124,24407.69785,26138,25249.61,22215.23635,24382.227,24024.1416
24100,23424.88859,24130,24116.07,22179.86166,23983.258,23680.86462
23076,22741.05714,23141,23522.39,21945.35794,23363.207,23047.9868
23060,23082.60673,23069,22833.25,21933.60364,23384.916,23413.57189
48121,48978.73696,48132,48706.81,22530.09997,48878.953,49288.00201
36115,34490.9077,34093,35019.72,22568.86092,35317.035,34758.52009
8069,9698.669036,9083,8868.69,21367.38775,8431.881,9224.940753
18112,19027.38573,19139,18021.9,22072.52965,18175.875,18070.92909
23074,22085.98342,24132,23507.64,22224.3064,23634.799,23419.6374
33098,32114.62253,33095,32370.31,22583.31587,32578.018,32208.35889
3106,1528.876549,6098,8229.87,21735.25666,8531.4795,4441.040474
4065,5719.055932,4089,4991.66,21289.36825,5047.7876,4943.593788
7062,8164.267085,7103,7030.54,21418.94641,7068.9507,7013.370988
41146,38629.36687,42146,41727.81,22921.90627,41558.74,40495.7185
6128,6973.298224,6102,6413.17,21538.54376,5960.1484,5742.606258
29091,30738.33653,31055,29989.615,22601.876,29127.676,30882.84351
25089,23201.59244,23137,24651.75,22118.76622,23717.967,22715.72525
32088,33897.42983,32060,32856.95,22630.85786,32788.324,33046.2551
16136,17601.0944,16117,16684,22076.79234,16778.375,16969.21509
6151,6364.545584,6138,5782.58,21395.40072,5849.0654,5572.387209
31065,31442.02197,33066,31727.4725,22348.64279,31550.455,31654.73923
38120,37720.05506,35087,36299.18,22673.86246,36959.484,37348.08271
23080,23967.27106,26101,25610.72,22387.20574,24537.371,24201.16534
30127,27125.14341,30084,29158.91,22420.00763,28697.783,28489.6481
22129,23211.54939,22093,23009.41,22290.999,23539.584,24026.18259
24093,23819.27924,23105,22563.92,22448.7599,22874.102,22724.01343
8134,9889.749003,9085,8391.16,21665.40052,8361.129,9586.714989
19099,20187.83714,20111,21460.82,22212.42403,20914.803,20262.90982
6090,5971.895282,5061,5463.98,21632.53758,5842.499,7045.636772
29146,28025.00347,28123,28495.84,22307.70966,28872.258,28754.01003
29082,31119.01972,28095,28985.46,22688.3454,29276.47,30669.96675
8128,9120.825598,8084,7456.33,21489.84224,7537.367,7427.492251
6066,6355.785619,5099,5455.28,21539.21394,5534.188,5634.85474
44060,40294.12522,44137,43341.13,22612.55665,42650.2,42556.67761
19128,20201.44777,19109,18843.93,21841.45565,18714.08,18772.17018
22108,22827.01061,21083,21324.38,22179.71963,21368.94,21274.67985
6086,4018.570152,5069,5261.64,21573.46243,5219.4307,5831.72282
13080,12849.23723,13064,12292.7,21614.02832,12320.596,12430.05781
23144,21893.22755,23148,23232.93,21896.09258,23066.936,22763.30724
10087,10504.51793,10081,10213.33,21457.89154,10554.89,10518.21749
15079,15378.67508,15150,15235.99,21976.91211,15093.569,14330.44728
30121,31085.21841,27118,27927.13,22302.45821,28278.299,29574.03188
35106,36836.65936,34135,35570.53,22774.41224,35545.195,35964.55386
11055,12661.91964,11086,11227.36,21668.12176,11131.319,10216.26147
6142,5647.486564,5114,5541.44,21503.82446,5654.9854,5559.906654
32097,30561.2573,32076,32052.265,22214.3549,31615.848,31514.89611
36087,35852.55604,38124,36404.08,22350.16507,36523.45,37876.78674
38134,35491.69896,38121,36204.73,22587.89314,36266.555,37273.69973
14082,15539.11319,14103,13910.46,21904.82598,14160.394,14067.21627
22143,24309.54068,24078,23837.66,22005.04028,24539.502,24151.98961
25056,24857.79351,23140,23828.05,22387.56025,23697.488,24048.84254
17144,18451.91756,16145,17164.05,22194.032,17489.602,17392.68314
5077,5189.677108,5140,5127.144,21129.3916,4945.9736,5519.798695
36094,37623.37242,38105,37071.54,22443.7472,36983.848,37566.93085
29142,26793.67269,29080,28410.15,22393.07615,28382.674,28136.8883
13067,12909.55989,14065,12640.62,21857.42058,12431.545,12160.30997
25109,26468.25011,25063,25040.07,22182.34359,25138.123,24673.7201
20072,22239.22689,21119,21289.57,22034.28564,21284.008,21287.57603
22088,20768.95014,22085,21526.59,22023.28911,21228.828,20585.9595
29079,28283.41749,29140,28354.3,22297.5712,28408.688,28529.54698
21104,21600.48201,19083,20790.88,22083.8239,20909.398,20238.41875
23114,20793.58764,21081,21864.52,22049.95529,22166.209,21562.59292
25130,24684.52784,25131,26501.17,22119.20626,26281.002,25631.1799
5065,6896.249836,6088,6103.37,21782.42343,6071.0693,5993.401919
29074,32065.0788,29128,29140.43,22541.48463,29551.736,30766.54275
45143,40880.90277,44148,44268.96,22903.60911,44263.62,43087.38333
17077,17549.55467,17117,16682.28,21878.98723,16586.51,16358.89269
29103,28884.53274,30077,29557.63,22363.89363,29863.49,30855.48365
14122,15066.14992,15083,14436.68,21900.66204,14056.464,13989.64981
18085,18133.50223,18073,17965.16,21957.43877,18098.322,17837.7862
38130,39348.76193,38101,38214.35,22724.81414,37988.17,38716.47744
8055,8485.040945,8146,8678.3,21499.8403,8300.162,7885.866557
27121,28269.91664,26096,26708.51,21975.07968,26651.908,26660.2778
14057,14633.6787,15102,15214.14,21991.02301,14814.5,14884.29218
27092,26072.73927,25075,26171.53,22359.76515,26352.371,26166.4786
15077,16203.2938,15086,15314.77,21723.93086,15294.598,15092.86565
44124,43083.1535,47142,45615.76,22622.66479,45355.824,44782.56594
17078,16829.41149,17089,16973.86,22111.05187,17330.791,17488.33815
6067,5840.631533,6066,6341.73,21294.86223,6284.2603,6572.465991
22108,24477.35035,21132,22518.42,22007.84424,22550.852,22523.22941
21101,20855.03829,21106,21115.39,22000.25456,21113.104,19772.6987
30119,30077.56421,30075,31308.44,22449.3995,31123.656,30942.19132
29151,31266.42416,29129,28802.69,22255.1516,29188.24,30016.9841
40075,39303.7991,40060,39947.08,22419.8507,39839.027,39628.78408
12079,13932.48491,13099,13807.65,21994.22051,13835.037,13688.1297
5135,980.777314,6151,5300.03,21688.31471,5797.632,4309.419477
8142,8232.787535,7074,7336.2,21372.75034,7812.494,8191.130241
28079,30816.59589,28145,28276.55,22462.69267,28122.176,29361.0675
15090,14854.11201,14111,15007.29,21942.81313,15162.93,14420.20977
3066,1942.20807,6145,4223.29,21274.57782,3260.3328,5083.999408
28084,24810.13989,25066,25793.72,22253.76174,26088.008,25871.45825
38083,36352.51936,38075,37775.47,22478.52584,37928.805,36082.81196
29116,29309.40266,27121,27922.23,22385.44648,27942.79,27994.5682
27122,27439.70262,26069,26937.93,22183.93192,26733.475,26860.05668
10119,8980.342827,10092,10229.59,21753.49445,10394.762,10791.84947
5061,6732.859963,6063,5921.38,21335.40822,5986.267,5690.340071
6093,5102.864093,5110,5192.14,21107.64882,5387.682,5918.834127
27068,26244.40103,28058,27047.83,22374.35724,26813.846,26818.22011
34070,33516.71777,32088,32863.64,22486.61377,32003.576,33360.35902
32114,34277.21325,32143,32017.11,22335.1279,31590.871,32675.70209
22076,24327.82694,22131,22757.22,22227.16265,22681.521,22963.93182
8079,1969.448393,6123,7065.63,21456.30768,6659.9307,5521.707535
7139,7003.506137,7060,6468.06,21505.12025,6192.745,7298.11128
23130,25896.77714,23117,23848.71,22053.8588,24790.574,24754.71814
13105,12574.56727,13067,12367.09,21935.20294,12318.689,12732.81778
23115,23197.92372,21064,21710.645,22299.71546,22211.459,22896.77566
31122,29463.05046,31091,30337.79,22275.39822,30535.318,29174.0225
11128,11256.46271,11131,10999.11,21605.03477,10498.242,10769.34357
17136,18479.31831,18060,18030.88,22147.45588,17848.691,17817.17581
27099,29962.68296,27088,27784.15,22298.81089,27796.398,28493.0548
37143,36625.3515,36149,35946.31,22790.64111,35611.844,35501.94879
10106,11266.11781,11137,11090.47,21591.18985,10902.573,10247.35941
25097,26557.49491,25074,24929.04,22216.86393,24914.484,25095.77602
32124,30085.21443,30151,30919.7,22424.8783,31392.262,30921.06437
11056,11632.7818,10066,10713.17,21366.29263,10567.403,10268.38128
21131,21996.51216,21082,20940.83,22088.33628,20693.969,21022.59325
5137,6632.719678,6114,5362.03,21459.80195,5363.4736,6466.970109
37101,38825.16778,37059,37132.28,22839.95619,37473.547,37784.37091
19110,21511.78771,21136,20859.42,22153.59892,20949.678,20262.72213
22114,20592.07431,23134,22013.8,22105.28086,21985.922,21003.19233
48082,44485.02788,48118,46375.68,22883.44153,46669.1,45718.30697
24126,25884.91408,24149,24378.11,22039.7538,24366.488,24316.36139
39146,37093.61191,39131,39631.37,22913.79492,38933.207,38283.36456
36075,34709.80491,36056,35188.04,22713.82837,35632.074,35548.60771
23061,23903.67622,24108,24339.16,21993.76025,24300.965,24039.80377
44151,41424.94301,44116,43914.52,22728.59113,43452.094,43626.99614
6115,939.4405163,13142,9892.776667,21695.92391,8611.546,6173.454261
17147,16734.51707,17073,17687.02,21696.51245,18031.096,17335.56736
16141,16792.92632,15112,15806.23,21870.47312,15796.891,15846.27063
30129,33545.32029,30139,31427.77,22513.03171,31181.758,32012.57904
15113,14953.42424,15129,15115.07,21670.33597,14885.02,14104.39789
30132,32980.44666,29083,30082.42,22111.51281,30380.994,31826.68552
34135,33476.17221,32127,32728.02,22366.67617,33125.125,33460.79766
28114,29702.26616,29083,28782.21,22335.33193,28758.48,29331.37824
7147,1798.749899,8106,8514.83,21874.26456,8947.887,5298.629187
6125,6974.646237,6102,6299.862,21320.4221,6711.0923,8865.972423
9100,10852.70969,10132,9702.39,21866.58078,9422.97,9293.279571
21140,23494.08607,21065,21463.45,22251.62771,21898.318,22670.97715
6143,6646.719775,6107,6048.03,21828.7491,5996.2065,6429.872543
17118,16060.26307,15116,16116.68,21973.41791,16212.599,15981.10619
30102,29784.83362,31138,30590.27,22252.62262,30236.86,29280.96208
25135,26826.33227,26143,25621.73,21937.50831,25547.076,25533.70629
50132,46505.40815,51119,50377.31,22608.65807,49970.914,48089.00577
7076,7848.131025,8080,7967.27,21367.16495,7731.116,6995.155865
29061,29846.91482,29130,28845.46,22126.09263,28916.467,29104.98758
7123,1685.218109,8123,8117.061333,21249.44131,8278.606,5106.684066
21065,21069.33264,21076,21335.69,22177.32852,21332.229,21003.21933
41145,39087.20375,40149,40934.97,22503.76872,41040.902,40022.80172
35063,34757.21022,36067,35663.71,22563.47815,36328.96,36066.58854
27120,25539.36902,27099,26819.11,22116.27739,26536.053,26552.37849
13063,13539.30708,13129,13167.97,21929.0084,13022.03,12885.60558
25104,25391.62534,27117,26241.04,21973.0673,26406.547,25500.70426
23078,21238.33219,20140,22050.75,22253.69533,22227.791,21591.15133
38081,39841.97101,38064,38150.56,22778.42113,38362.953,39585.45098
19143,19927.84084,18120,18690.59,21852.9719,18528.771,18652.06113
39099,41467.36249,42106,41368.56,22708.79986,40307.49,41842.70895
25149,26119.2971,24142,23710.97,22197.21891,23997.713,24305.81059
22056,23245.75829,21081,21604.93,21930.57041,21392.316,21406.7243
40077,39453.7817,43098,42079.39083,22751.93728,41507.89,40129.75789
30062,30556.00629,30130,30650.41,22262.92697,30462.1,31461.83937
16089,15114.30235,15151,15168.82,21698.39295,14820.348,14919.928
45106,41140.32623,45133,44845.28,22811.28767,44109.66,43159.36397
19131,19826.25529,18111,17966.79,21828.746,18076.494,18103.71552
27133,28245.95723,25143,26106.23,22056.01831,26529.416,26413.49549
28086,25773.11663,28151,28536.53,22285.04142,27933.758,26762.59689
22122,25199.76817,25101,23860.21,22193.9087,23877.268,23985.43875
33056,32818.32868,36149,33242.96,22273.14389,33026.58,33090.82059
25110,24937.97264,25151,25693.34,22071.29338,25181.955,24091.76435
23088,20589.14894,22071,22210.28,22119.45503,21880.283,21861.81074
7075,6487.080188,7069,6685.29,21693.59281,6747.953,7245.483423
32140,33580.50543,32119,31902.04,22579.1093,32120.244,32745.14395
32124,31127.74783,31133,31588.58,22137.13129,30802.537,31841.24706
35141,34792.88849,35066,34793.45,22440.22151,35219.96,35209.19746
5108,5461.758281,4114,4739.52,21428.91012,5073.016,4943.771673
6091,5781.646791,6131,6714.27,21629.55794,6423.825,7615.925583
6107,5608.805438,6080,5768.16,21661.999,5833.8237,6631.522063
34123,33074.78431,37065,34777.8,22577.91324,34821.027,35009.72549
36081,36135.19967,35119,35578.74,22276.60341,35830.42,37082.33796
26136,26919.06205,25095,25694.52,22289.11415,26642.17,26778.03431
31135,31466.56187,31075,31755.64,22699.0571,31871.773,32026.65386
20110,21218.57356,23102,22698.88,22308.25439,22337.592,21507.52334
49082,45632.50063,49119,48297.11,22171.13714,48513.83,48554.26833
39065,40597.86459,40113,39625.26,22818.91648,39272.613,39901.47734
36101,37401.25346,37070,36711.94,22508.75559,37279.035,38545.52172
28124,28076.96094,26069,26450.03,22313.92438,26877.748,26687.43966
7082,6417.21729,6073,6328.6575,21151.89649,6702.511,6699.024793
18141,16801.51892,17112,17467.86,22137.02641,17488.627,17470.23179
8144,8413.424904,7069,7593.57,21749.85146,8266.931,8292.703548
19124,19090.25099,18062,17790.97,22051.99756,17735.219,17953.09481
6102,7222.422586,6066,6085.87,21280.53744,6189.3057,6350.346076
15142,17077.58467,16061,15680.24,21856.82588,15987.095,15623.17074
28129,25188.70104,27073,27307.35,22069.26681,27285.373,27686.16082
8058,7331.658581,8136,8174.62,21946.22327,7625.284,7913.717459
34066,32841.25634,36060,34587.35,22409.45325,33856.957,33653.02747
21123,21775.76642,22105,21430.79,21989.68923,21075.006,20176.33558
29125,28851.62951,31063,30646.06,22335.95318,30401.316,29505.54427
16129,16390.01724,16126,16473.25,21829.09091,16476.611,16274.12927
23129,24350.36636,27108,25270.98,22189.35031,24392.107,24233.60522
30108,28990.68129,31119,30452.49,22183.45476,30326.355,29706.25203
30063,29554.12968,30078,30104.52,22354.23293,30262.408,29244.8876
24062,24101.67195,25114,24907,22412.24419,24801.143,23961.11236
31088,32152.91841,29120,30667.63,22400.22519,30899.53,32505.67286
8079,7768.842537,8105,8011.14,21465.92002,7748.754,8139.017421
